,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,United Nations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Dominican Republic,,214,B,415564.00,6352.00,2117.00,,,,,,,34.00,179.00,1071.00,,160.00,40.00,208.00,,39.00,21.00,,,,256.00,,,16.00,8.00,171.00,,5.00,,645.00,75.00,,74.00,,3.00,3.00,121.00,23.00,1216.00,,135.00,3.00,,633.00,1484.00,,,3606.00,,,8.00,307.00,,,3841.00,,,30.00,,,25.00,,15.00,,582.00,,267.00,,,,,,,,27.00,2043.00,,,,,,1661.00,,,63.00,,,56.00,,429.00,,,23.00,329281.00,,424.00,21.00,,95.00,,31.00,27.00,33.00,,61.00,3795.00,133.00,345.00,,11.00,,,,,,,150.00,,,,,,,,,18.00,,,25.00,,33.00,,,,1498.00,,,,,,34.00,,,,,,593.00,,,292.00,,25.00,,,55.00,,79.00,,757.00,,25.00,1428.00,51.00,44.00,107.00,6083.00,,565.00,12.00,,43.00,482.00,,97.00,137.00,,64.00,,,,,18.00,,73.00,,,,,,,,,11.00,,7062.00,,19.00,,27.00,,74.00,1045.00,25.00,,,26.00,,,,,23.00,,31.00,,35.00,,,76.00,,482.00,,25814.00,82.00,183.00,,,5417.00,,12.00,,,,
194,Grenada,,308,B,7057.00,1496.00,738.00,,,,,,,,38.00,,,,,,,30.00,,,178.00,,,,,,,,,,,,14.00,,,,,,,,227.00,,,,,,,,,,,,,,,,,,,,,,,,74.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.00,,,,,,,,,,,,,,115.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,163.00,,377.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2196.00,,,,,,,,,,,,704.00,,,,341.00,,,,,,
195,Guadeloupe,(21),312,B,98507.00,1070.00,4415.00,,,156.00,,,,,,,,,,,,,,,,,463.00,,,,,,,,,63.00,,,,,,,,,496.00,,,,,,,,,,,,,,,,,,,,,,,,4373.00,947.00,,,,,,,,,,,,55739.00,1191.00,,,,,314.00,,,,,,,,,,,188.00,15284.00,,,,,200.00,,,,,,,361.00,,,,,,,,,,,254.00,,,,,,,,,,,,,,9446.00,,,,,,,,,,,,,,,,801.00,,,,,,,,,,,,,,,,,,467.00,,,,,397.00,,,,,,413.00,,,,,,,,,,,,,,,,,,,,,,,37.00,,,223.00,296.00,,,,,,,,,,,,,,,,,417.00,,496.00,,,,,,,,,,,
196,Haiti,,332,B,39529.00,845.00,1973.00,,,,,,,,,964.00,,,,352.00,,,,,,,,,,,,,,,,,,,,,,,,,1302.00,,,,,690.00,721.00,,,1715.00,,,,568.00,,,2492.00,,,,,,,,,4984.00,,,,,,,,,,,,921.00,,,,,,1856.00,,,,,,,,,,,,,,,,,,,,,,,,2541.00,,459.00,,,,,,,,,,,,,,,,,,,,,,,,,,,634.00,,,,,,,,,,,,,,,,,,,,,,,,,,,727.00,,,,3201.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2684.00,,,,,,,781.00,,,,,,,,,,,,,,,,,,,,3328.00,,593.00,,,5198.00,,,,,,
197,Jamaica,,388,B,23167.00,224.00,2246.00,,,,,,,,153.00,,,,,,,662.00,,,533.00,,,7.00,,,,,,,,,,,,,,,,,1313.00,,,,,,,,,,,,,99.00,,,1791.00,,,,,,,,137.00,,,,132.00,,,,,,,,,,,,,,,,,,,,205.00,,,302.00,,,,,,160.00,,,1127.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.00,,,,,,,,,74.00,,,,,,,,,,,,,,,,96.00,328.00,,224.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2299.00,,,,,,,,,4739.00,,6193.00,,,,,,,,,,,
198,Martinique,,474,B,61731.00,563.00,1171.00,,,102.00,,,,,,,,,,,,,,,,,131.00,,,,,,,,,76.00,,,,,,,,,,,,,,,156.00,,,,,,,,,,,,,,,,,,422.00,139.00,,,,,,,,,,,,47093.00,1808.00,,,,,,,,,,,5461.00,,,,,,1769.00,,,,,,,,,,,,86.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.00,,,,,,2032.00,,,,,,,,,,,,,,,,,,,,,,,,,,,155.00,,,,,,,,,,,,,,,,,153.00,,,,,,,,,,,,,
199,Montserrat,,500,B,1351.00,25.00,208.00,,,,,,,,116.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.00,,,,,,,,,,,,,,,,,,,,,,,,280.00,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.00,,,29.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.00,,,,,,,,,105.00,,121.00,,,,,,,,,,,
200,Puerto Rico,,630,B,274972.00,2435.00,13467.00,,,,,,,,,1180.00,,,,,,,,,,,,,,,,56.00,,,,95.00,,,,,,,,,119.00,,,,,789.00,1088.00,,,3788.00,,,,685.00,,,13321.00,,,,,,,,1190.00,57891.00,851.00,35.00,846.00,,,,,,,,,143.00,,,,,,504.00,,,,,,,,381.00,,,50.00,160.00,,408.00,,,49.00,,,,,,45.00,192.00,43.00,83.00,90.00,,,,,,,,18.00,,,,,,,,,,,,,,,,,,2647.00,,,,,,,,,,,,27.00,,,234.00,,,,,,,,,921.00,,,686.00,140.00,18.00,35.00,,,114.00,,,,,,,,,,,,,,,,,,,,,,,,,,,1816.00,,,,,,,,,,18.00,,,,,,174.00,,21.00,,,,,,,173.00,,165147.00,433.00,,,,2302.00,64.00,,,,,
201,Saint Kitts and Nevis,,659,B,7443.00,1279.00,2643.00,,,,,,,,404.00,,,,,,,24.00,,,96.00,,,,,,,,,,,,243.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,57.00,,,,,,777.00,,,,,,,,,,,,,,141.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.00,,168.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.00,,,,,,,,,,,,613.00,,,,,,,,,,
202,Saint Lucia,,662,B,12771.00,1476.00,2999.00,,,,,,,37.00,118.00,,,17.00,16.00,,,13.00,,,778.00,,,1.00,,6.00,,,,,,12.00,4.00,,,,,,,,256.00,4.00,,,,,49.00,,,,,,,,,,24.00,,,,,,,,229.00,48.00,,,,,,,4.00,,,,,74.00,304.00,,,,,74.00,24.00,,,,159.00,44.00,,4.00,,,1974.00,,,,,,118.00,,,,,,,16.00,187.00,26.00,,,,,,,,,9.00,,,,,,,,,,,,,,475.00,,,,9.00,,,,,31.00,,,,,,,20.00,,1.00,,,13.00,,,,,17.00,,28.00,,,,,,,16.00,,,,,,,,,44.00,,,435.00,,,,,,,,,,,,,,,9.00,,,,,,42.00,,,,28.00,,,,,,,,780.00,,,,,,,,,972.00,,663.00,20.00,,,,63.00,,,,,,1.00
203,Saint Vincent and the Grenadines,,670,B,4577.00,43.00,245.00,,,,,,,,58.00,,,,,,,,,,347.00,,,,,,,,199.00,,,,,,,,,,,,163.00,,,,,,,,,,,,,,,,,151.00,,,,,,,86.00,,,,,,,,,,,,,,,,,,,,,,,,433.00,,,,,,243.00,,,,,,,,,,,,,,125.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00,237.00,,,,,,,,,,,,111.00,,,,,,,,,,,,,,,,,,,,,,,964.00,,,,,,,,,795.00,,338.00,,,,,,,,,,,
204,Sint Maarten (Dutch part),,534,B,27295.00,609.00,1720.00,,,,,,,383.00,534.00,,,1286.00,,,,,,,73.00,,,,,,,,165.00,,,,904.00,,,,,,,,38.00,,,,,,174.00,,,208.00,,,,,,,828.00,1425.00,,,,,,,1495.00,3546.00,,,,,,,,,,,,89.00,,,,,,,,,,,,2051.00,,,,,1807.00,2746.00,,,,,834.00,60.00,,,,,,,2364.00,,,,,,,,,,321.00,,,,,,,,,,,,,,75.00,,,,,,,,,,,,,,,,730.00,,,,,,,,,,,,,,,,,,,26.00,,,,,,,,,1042.00,487.00,,70.00,,,,,,,,,,,,,,,,,,,,,521.00,,,,,,,,,,,,208.00,,,,,,,,,53.00,,312.00,70.00,,,,41.00,,,,,,
205,Trinidad and Tobago,,780,B,49883.00,,7477.00,,,,,,,,,,,,,,,,,,1066.00,,,,,,,,,,,,,,,,,,,,1777.00,,,,,,866.00,,,,,,,,,,76.00,,,,,,,,,,,,,,,,,,,,,,,,,,,253.00,,,,,8026.00,,,,,,9830.00,,,,,,959.00,,,,,,,,1497.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.00,,,,,,,,,,,346.00,,,,,,,,,,,,,880.00,,6430.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2368.00,,5798.00,,,,,1732.00,,,,,,
206,Turks and Caicos Islands,,796,B,11688.00,1205.00,745.00,,,,,,,,,,,,,,,12.00,,,,,,,,,,,,,,,,,,,,,,,462.00,,,,,,,,,,,,,,,,,,,,,,,,,774.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7347.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.00,,727.00,,,,,,,,,,,
207,United States Virgin Islands,,850,B,56721.00,241.00,926.00,,,,,,,972.00,4587.00,,,501.00,,,,,,,368.00,,,,,,,,396.00,,,,2464.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5508.00,4641.00,,,,,,,,,,,,,,,,,,,,,,,590.00,,,,,,,644.00,,,,,,,,,,,,,373.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.00,,,,,,,,,,,,,,,,,,,,,,,,,,4067.00,,,,,,,,,7100.00,3425.00,,518.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1759.00,,,,,,,,,,,16861.00,,,,,,,,,,,
208,Central America,,916,,2040151.00,2094.00,20995.00,65.00,4.00,221.00,0.00,0.00,78.00,0.00,119.00,23962.00,139.00,33.00,1037.00,786.00,3.00,96.00,1.00,123.00,83.00,5.00,1528.00,4936.00,1.00,11.00,4.00,3909.00,0.00,0.00,0.00,9536.00,0.00,0.00,451.00,0.00,0.00,0.00,3.00,56.00,19340.00,74.00,5.00,0.00,114.00,11680.00,32331.00,3725.00,1.00,99989.00,0.00,8.00,0.00,23669.00,37.00,177.00,28553.00,31.00,3.00,446.00,121.00,147.00,514.00,0.00,63.00,11562.00,7450.00,357.00,64343.00,0.00,0.00,3.00,82.00,0.00,0.00,1.00,251.00,14493.00,32.00,0.00,1.00,0.00,70.00,14148.00,1.00,4.00,607.00,406.00,35.00,0.00,5.00,94712.00,0.00,0.00,77.00,2033.00,0.00,61549.00,644.00,1.00,6121.00,383.00,601.00,60.00,527.00,0.00,2694.00,9469.00,1633.00,3993.00,241.00,5.00,95.00,0.00,0.00,0.00,4.00,45.00,1660.00,0.00,0.00,49.00,4.00,135.00,16.00,3.00,0.00,105.00,1.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,32728.00,0.00,1.00,16.00,0.00,4.00,403.00,4.00,110.00,0.00,0.00,8.00,3213.00,0.00,211.00,339698.00,0.00,297.00,0.00,0.00,397.00,3.00,317.00,0.00,14906.00,0.00,1070.00,18220.00,2518.00,1675.00,982.00,2727.00,3.00,11063.00,4.00,0.00,830.00,3403.00,1.00,0.00,1.00,1.00,47.00,1.00,0.00,0.00,0.00,200.00,233.00,107.00,0.00,0.00,98.00,0.00,202.00,69.00,0.00,39.00,370.00,0.00,35526.00,1.00,410.00,1.00,21.00,1.00,902.00,2848.00,543.00,0.00,311.00,27.00,0.00,0.00,0.00,0.00,180.00,4.00,412.00,0.00,0.00,0.00,9.00,1191.00,0.00,6772.00,4.00,930213.00,7.00,4332.00,1.00,0.00,28016.00,186.00,0.00,0.00,30.00,0.00,1.00
209,Belize,,84,B R ,53860.00,302.00,1329.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.00,,,,,,1930.00,71.00,,,,,,,,,,,,,,,,,,,,,8697.00,,,,,,,,,,,,,,,67.00,,,,,,,,23231.00,,,,53.00,,8496.00,,,369.00,,,,,,,,489.00,,,,,,,,,,53.00,,,,,,,,,,,,,,,,,,3472.00,,,,,,,,,,,,,,,,,44.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.00,,4036.00,,,,,,,,,,,
210,Costa Rica,,188,B R,421697.00,537.00,13710.00,4.00,4.00,12.00,,,3.00,,,1504.00,7.00,33.00,69.00,132.00,3.00,12.00,1.00,3.00,11.00,5.00,300.00,143.00,1.00,11.00,4.00,379.00,,,,558.00,,,73.00,,,,3.00,9.00,1443.00,8.00,5.00,,114.00,1782.00,299.00,3365.00,1.00,21787.00,,8.00,,,3.00,25.00,5897.00,,3.00,,37.00,3.00,66.00,,5.00,1126.00,1303.00,11.00,14239.00,,,3.00,1.00,,,1.00,23.00,895.00,12.00,,1.00,,12.00,1912.00,1.00,4.00,34.00,8.00,8.00,,5.00,2725.00,,,29.00,73.00,,4020.00,76.00,1.00,56.00,18.00,103.00,16.00,30.00,,175.00,2184.00,223.00,290.00,11.00,5.00,8.00,,,,4.00,1.00,90.00,,,11.00,4.00,9.00,16.00,3.00,,4.00,1.00,,,,4.00,,,,3176.00,,1.00,16.00,,4.00,4.00,4.00,12.00,,,8.00,601.00,,18.00,299340.00,,3.00,,,78.00,3.00,9.00,,11702.00,,85.00,3876.00,143.00,310.00,80.00,365.00,3.00,260.00,4.00,,102.00,614.00,1.00,,1.00,1.00,1.00,1.00,,,,14.00,1.00,,,,8.00,,23.00,,,1.00,59.00,,2216.00,1.00,,1.00,21.00,1.00,140.00,689.00,11.00,,7.00,27.00,,,,,35.00,4.00,8.00,,,,9.00,159.00,,533.00,4.00,12982.00,7.00,321.00,1.00,,1415.00,1.00,,,,,1.00
211,El Salvador,,222,B R,42045.00,31.00,96.00,,,,,,,,,216.00,,,27.00,11.00,,,,6.00,40.00,,52.00,339.00,,,,53.00,,,,242.00,,,,,,,,,245.00,,,,,229.00,259.00,8.00,,577.00,,,,876.00,,,128.00,,,,,,,,,72.00,123.00,,,,,,,,,,,214.00,,,,,,227.00,,,,,,,,8885.00,,,,,,11676.00,,,11.00,,18.00,,11.00,,43.00,282.00,10.00,54.00,,,,,,,,,,,,,,,,,,,,,,,,,,,1714.00,,,,,,,,,,,,33.00,,,7823.00,,,,,,,,,451.00,,11.00,234.00,19.00,,13.00,62.00,,128.00,,,,18.00,,,,,,,,,,,,,,,,,,,,,,,534.00,,46.00,,,,35.00,59.00,,,,,,,,,,,,,,,,,,90.00,,5397.00,,75.00,,,242.00,,,,,,
212,Guatemala,,320,B R,76352.00,71.00,23.00,,,,,,,,,554.00,,,70.00,,,,,,,,,916.00,,,,136.00,,,,240.00,,,,,,,,,397.00,,,,,301.00,657.00,,,1156.00,,,,1162.00,,,660.00,,,,,,,,,109.00,167.00,32.00,19198.00,,,,,,,,,258.00,20.00,,,,,640.00,,,,398.00,,,,,,,,14.00,,8387.00,,,,40.00,18.00,,,,131.00,368.00,,147.00,,,,,,,,,25.00,,,,,,,,,,,,,,,,,,17540.00,,,,,,,,,,,,140.00,,,8561.00,,,,,,,26.00,,300.00,,59.00,457.00,67.00,,29.00,101.00,,1786.00,,,,,,,,,,,,,,32.00,,,,,,,,,,,,,1320.00,,46.00,,,,47.00,154.00,78.00,,,,,,,,,,25.00,,,,,,,223.00,,8643.00,,140.00,,,283.00,,,,,,
213,Honduras,,340,B R,28070.00,56.00,83.00,,,,,,,,,140.00,,,,,,,,,,,19.00,268.00,,,,108.00,,,,174.00,,,,,,,,,256.00,66.00,,,,227.00,437.00,,,636.00,,,,631.00,,,449.00,,,,46.00,,,,,99.00,338.00,,6486.00,,,,,,,,,106.00,,,,,,214.00,,,,,,,,3375.00,,,,32.00,,,,,,,,,,,66.00,191.00,20.00,102.00,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,1148.00,,,,,,,,,,,,67.00,,,5690.00,,,,,,,,,292.00,,26.00,282.00,,,,95.00,,50.00,,,,19.00,,,,,,,,,,,,,,,,,,,,,,,385.00,,113.00,,,,23.00,45.00,,,,,,,,,,,,,,,,,,75.00,,4981.00,,49.00,,,75.00,,,,,,
214,Mexico,,484,B R,1193155.00,759.00,3526.00,,,96.00,,,75.00,,,18728.00,132.00,,592.00,497.00,,,,72.00,,,842.00,3160.00,,,,2715.00,,,,6198.00,,,244.00,,,,,47.00,14121.00,,,,,7202.00,9945.00,,,20135.00,,,,2468.00,34.00,50.00,17653.00,,,408.00,38.00,97.00,249.00,,,1992.00,2736.00,241.00,10054.00,,,,,,,,182.00,11903.00,,,,,,9723.00,,,248.00,,,,,53128.00,,,,1296.00,,15027.00,509.00,,1180.00,190.00,376.00,44.00,370.00,,1165.00,4936.00,174.00,2988.00,55.00,,87.00,,,,,44.00,966.00,,,,,80.00,,,,73.00,,,,,,,,,,,,,,,320.00,,,,,,1623.00,,143.00,5369.00,,189.00,,,242.00,,198.00,,1756.00,,767.00,8853.00,688.00,1169.00,606.00,1325.00,,8376.00,,,546.00,1563.00,,,,,,,,,,104.00,44.00,80.00,,,44.00,,143.00,69.00,,,265.00,,26909.00,,38.00,,,,412.00,1450.00,189.00,,160.00,,,,,,26.00,,267.00,,,,,452.00,,3360.00,,876528.00,,2947.00,,,15959.00,126.00,,,,,
215,Nicaragua,,558,B R,40262.00,191.00,1726.00,61.00,,113.00,,,,,119.00,270.00,,,,38.00,,84.00,,,,,44.00,24.00,,,,64.00,,,,122.00,,,61.00,,,,,,252.00,,,,,126.00,139.00,,,447.00,,,,10772.00,,,941.00,,,,,47.00,52.00,,,69.00,111.00,,2444.00,,,,81.00,,,,,148.00,,,,,,300.00,,,,,,,,1762.00,,,,23.00,,12439.00,,,24.00,,,,24.00,,,190.00,20.00,40.00,26.00,,,,,,,,,,,,,,,,,,,,,,,,,,846.00,,,,,,,,,,,,267.00,,,,,24.00,,,,,,,405.00,,,228.00,,,,58.00,,61.00,,,,194.00,,,,,,,,,,,188.00,,,,,,,,,38.00,,,460.00,,,,,,33.00,84.00,,,,,,,,,,,,,,,,78.00,,71.00,,3606.00,,38.00,,,159.00,,,,30.00,,
216,Panama,,591,B,184710.00,147.00,502.00,,,,,,,,,2550.00,,,279.00,108.00,,,,42.00,32.00,,271.00,86.00,,,,454.00,,,,2002.00,,,73.00,,,,,,1808.00,,,,,1813.00,18665.00,281.00,,55251.00,,,,7760.00,,102.00,2825.00,31.00,,38.00,,,147.00,,58.00,8095.00,2672.00,73.00,3225.00,,,,,,,,46.00,969.00,,,,,58.00,1065.00,,,325.00,,27.00,,,1606.00,,,48.00,542.00,,1504.00,59.00,,4481.00,135.00,86.00,,92.00,,1114.00,1318.00,697.00,372.00,119.00,,,,,,,,526.00,,,38.00,,46.00,,,,28.00,,,,,,,,,4832.00,,,,,,79.00,,98.00,,,,482.00,,50.00,12915.00,,37.00,,,77.00,,84.00,,,,122.00,4290.00,1601.00,196.00,254.00,721.00,,402.00,,,182.00,995.00,,,,,46.00,,,,,50.00,,27.00,,,46.00,,36.00,,,,46.00,,3702.00,,167.00,,,,212.00,367.00,265.00,,144.00,,,,,,119.00,,112.00,,,,,502.00,,2017.00,,14040.00,,762.00,,,9883.00,59.00,,,,,
217,South America,,931,,5826431.00,37084.00,121031.00,265.00,231.00,641.00,0.00,67.00,8064.00,57.00,72.00,257304.00,712.00,801.00,3577.00,6288.00,6.00,83.00,48.00,87.00,320.00,324.00,6209.00,939.00,34.00,5.00,5.00,513982.00,1045.00,128.00,5.00,219882.00,0.00,171.00,1186.00,43.00,27.00,1580.00,58.00,228.00,14301.00,2.00,83.00,18.00,0.00,275772.00,79548.00,764.00,8.00,1217239.00,2.00,157.00,2.00,4655.00,408.00,2727.00,25546.00,258.00,77.00,3345.00,1019.00,132.00,1836.00,0.00,877.00,17112.00,82688.00,4490.00,2734.00,68.00,30.00,406.00,86.00,2.00,57.00,9.00,1176.00,56608.00,911.00,5.00,41.00,35.00,93.00,59170.00,164.00,19.00,4060.00,20.00,403.00,2028.00,5.00,2294.00,84.00,1133.00,28411.00,21331.00,2.00,1968.00,4441.00,613.00,2644.00,1237.00,1377.00,835.00,1077.00,2.00,5642.00,274022.00,693.00,72643.00,1920.00,59.00,90.00,102.00,134.00,10.00,1092.00,488.00,24930.00,12.00,48.00,326.00,102.00,1365.00,218.00,62.00,20.00,292.00,13.00,98.00,76.00,0.00,2702.00,3.00,5.00,2.00,28414.00,6.00,169.00,3.00,300.00,2.00,2094.00,1815.00,25.00,65.00,7.00,74.00,11351.00,5.00,843.00,4051.00,29.00,1611.00,6.00,7.00,1694.00,28.00,678.00,29.00,5662.00,6.00,734212.00,470713.00,1437.00,15609.00,225736.00,1906.00,27.00,24541.00,472.00,358.00,5612.00,7929.00,22.00,658.00,49.00,1713.00,2.00,551.00,0.00,59.00,82.00,2312.00,249.00,1368.00,35.00,11.00,217.00,70.00,399.00,1230.00,1.00,17.00,22857.00,0.00,263622.00,59.00,1294.00,60.00,35761.00,5.00,3438.00,10133.00,19726.00,11.00,745.00,1954.00,59.00,32.00,0.00,276.00,4045.00,170.00,1593.00,30.00,5.00,4.00,83.00,6639.00,85.00,34518.00,119.00,118598.00,2.00,173979.00,41.00,218.00,70886.00,241.00,2.00,5.00,0.00,8.00,154.00
218,Argentina,,32,B,2086302.00,13247.00,30910.00,9.00,66.00,104.00,,1.00,9.00,,,,561.00,1.00,275.00,1022.00,,,12.00,,7.00,304.00,537.00,6.00,,,,419048.00,,,,48792.00,,1.00,295.00,11.00,,24.00,20.00,,530.00,,,,,213119.00,14397.00,4.00,,8640.00,,42.00,,123.00,1.00,986.00,1106.00,,47.00,1793.00,14.00,,245.00,,4.00,684.00,955.00,238.00,73.00,,,49.00,32.00,,,1.00,70.00,8160.00,,,,,,9242.00,,14.00,1017.00,15.00,11.00,,,96.00,1.00,,,41.00,,66.00,816.00,8.00,97.00,21.00,137.00,37.00,64.00,,557.00,152338.00,11.00,4453.00,73.00,,2.00,,,,283.00,124.00,791.00,,,51.00,78.00,392.00,96.00,7.00,,2.00,,,2.00,,,,,,1450.00,4.00,10.00,,,,212.00,11.00,9.00,2.00,,,387.00,,11.00,91.00,1.00,43.00,,,58.00,,5.00,,161.00,,679044.00,195320.00,58.00,7315.00,4961.00,75.00,,8154.00,456.00,,1078.00,1884.00,,,,,,,,16.00,,80.00,,,,,2.00,,,810.00,,2.00,126.00,,98050.00,2.00,,8.00,5.00,,204.00,794.00,1125.00,,60.00,1489.00,,,,,34.00,45.00,635.00,,,4.00,1.00,4408.00,,943.00,1.00,5135.00,,132749.00,,8.00,1240.00,5.00,,,,1.00,2.00
219,Bolivia (Plurinational State of),,68,B,142989.00,2608.00,870.00,1.00,1.00,3.00,,0.00,6.00,,0.00,42691.00,5.00,2.00,228.00,159.00,1.00,0.00,0.00,28.00,0.00,5.00,377.00,905.00,1.00,0.00,,,20.00,10.00,,25688.00,,,24.00,,0.00,128.00,0.00,12.00,1380.00,,65.00,0.00,,4730.00,1127.00,2.00,,2964.00,,7.00,,146.00,3.00,38.00,1770.00,167.00,2.00,52.00,10.00,3.00,107.00,,3.00,116.00,1002.00,21.00,127.00,,0.00,6.00,2.00,,,0.00,40.00,1237.00,1.00,,0.00,,2.00,2022.00,14.00,0.00,26.00,,0.00,,,142.00,9.00,,5.00,15.00,,231.00,27.00,2.00,107.00,10.00,62.00,10.00,77.00,2.00,182.00,1427.00,7.00,1660.00,16.00,23.00,14.00,,5.00,5.00,0.00,0.00,37.00,0.00,2.00,3.00,0.00,9.00,6.00,5.00,7.00,8.00,,1.00,5.00,,,1.00,,,9522.00,,0.00,1.00,2.00,,24.00,3.00,0.00,,,6.00,382.00,0.00,64.00,111.00,0.00,13.00,1.00,,97.00,0.00,23.00,,109.00,1.00,4285.00,11282.00,47.00,218.00,175.00,38.00,1.00,505.00,8.00,,72.00,328.00,1.00,,0.00,,0.00,,,,,13.00,8.00,21.00,0.00,2.00,1.00,48.00,20.00,9.00,1.00,3.00,17.00,,12181.00,2.00,13.00,2.00,0.00,,293.00,659.00,2.00,1.00,9.00,12.00,,1.00,,0.00,5.00,1.00,37.00,0.00,,,0.00,114.00,0.00,903.00,5.00,4896.00,,509.00,5.00,0.00,773.00,12.00,,,0.00,2.00,3.00
